n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
10,forest,weakly_corr,sparse,8,10,2,outforest,9,0.010000
10,forest,weakly_corr,sparse,9,10,3,inforest,8,0.014000
10,forest,weakly_corr,sparse,10,10,2,path,9,0.008000
10,forest,weakly_corr,tree,1,10,9,forest,4,0.013000
10,forest,weakly_corr,tree,2,10,9,forest,5,0.021000
10,forest,weakly_corr,tree,3,10,9,forest,6,0.012000
10,forest,weakly_corr,tree,4,10,9,forest,5,0.020000
10,forest,weakly_corr,tree,5,10,9,forest,8,0.013000
10,forest,weakly_corr,tree,6,10,9,forest,7,0.013000
10,forest,weakly_corr,tree,7,10,9,forest,7,0.016000
10,forest,weakly_corr,tree,8,10,9,forest,5,0.014000
10,forest,weakly_corr,tree,9,10,9,forest,4,0.010000
10,forest,weakly_corr,tree,10,10,9,forest,6,0.014000
10,inforest,neg_strongly_corr,dense,1,10,7,inforest,6,0.015000
10,inforest,neg_strongly_corr,dense,2,10,8,inforest,6,0.018000
10,inforest,neg_strongly_corr,dense,3,10,8,inforest,7,0.012000
10,inforest,neg_strongly_corr,dense,4,10,9,inforest,7,0.014000
10,inforest,neg_strongly_corr,dense,5,10,8,inforest,5,0.014000
10,inforest,neg_strongly_corr,dense,6,10,8,inforest,6,0.018000
10,inforest,neg_strongly_corr,dense,7,10,8,inforest,7,0.014000
10,inforest,neg_strongly_corr,dense,8,10,7,inforest,5,0.012000
10,inforest,neg_strongly_corr,dense,9,10,9,inforest,7,0.013000
10,inforest,neg_strongly_corr,dense,10,10,9,inforest,8,0.011000
10,inforest,neg_strongly_corr,medium,1,10,5,inforest,8,0.012000
10,inforest,neg_strongly_corr,medium,2,10,8,inforest,4,0.014000
10,inforest,neg_strongly_corr,medium,3,10,5,inforest,6,0.010000
10,inforest,neg_strongly_corr,medium,4,10,4,inforest,9,0.015000
10,inforest,neg_strongly_corr,medium,5,10,4,inforest,8,0.008000
10,inforest,neg_strongly_corr,medium,6,10,5,inforest,6,0.008000
10,inforest,neg_strongly_corr,medium,7,10,7,inforest,6,0.009000
10,inforest,neg_strongly_corr,medium,8,10,5,inforest,7,0.012000
10,inforest,neg_strongly_corr,medium,9,10,6,inforest,9,0.014000
10,inforest,neg_strongly_corr,medium,10,10,5,inforest,9,0.012000
10,inforest,neg_strongly_corr,sparse,1,10,3,path,9,0.018000
10,inforest,neg_strongly_corr,sparse,2,10,4,inforest,9,0.010000
10,inforest,neg_strongly_corr,sparse,3,10,2,inforest,10,0.012000
10,inforest,neg_strongly_corr,sparse,4,10,2,path,10,0.012000
10,inforest,neg_strongly_corr,sparse,5,10,5,inforest,7,0.008000
10,inforest,neg_strongly_corr,sparse,6,10,4,path,8,0.012000
10,inforest,neg_strongly_corr,sparse,7,10,2,path,9,0.018000
10,inforest,neg_strongly_corr,sparse,8,10,1,path,9,0.010000
10,inforest,neg_strongly_corr,sparse,9,10,2,path,9,0.038000
10,inforest,neg_strongly_corr,sparse,10,10,4,inforest,8,0.006000
10,inforest,neg_strongly_corr,tree,1,10,9,inforest,3,0.012000
10,inforest,neg_strongly_corr,tree,2,10,9,inforest,4,0.013000
10,inforest,neg_strongly_corr,tree,3,10,9,inforest,8,0.011000
10,inforest,neg_strongly_corr,tree,4,10,9,inforest,6,0.016000
10,inforest,neg_strongly_corr,tree,5,10,9,inforest,3,0.018000
10,inforest,neg_strongly_corr,tree,6,10,9,inforest,5,0.018000
10,inforest,neg_strongly_corr,tree,7,10,9,inforest,5,0.018000
10,inforest,neg_strongly_corr,tree,8,10,9,inforest,7,0.015000
10,inforest,neg_strongly_corr,tree,9,10,9,inforest,3,0.019000
10,inforest,neg_strongly_corr,tree,10,10,9,inforest,4,0.019000
10,inforest,neg_uncorr,dense,1,10,9,inforest,5,0.016000
10,inforest,neg_uncorr,dense,2,10,7,path,6,0.022000
10,inforest,neg_uncorr,dense,3,10,9,inforest,6,0.012000
10,inforest,neg_uncorr,dense,4,10,8,inforest,6,0.010000
10,inforest,neg_uncorr,dense,5,10,9,inforest,4,0.013000
10,inforest,neg_uncorr,dense,6,10,8,inforest,4,0.018000
10,inforest,neg_uncorr,dense,7,10,8,inforest,6,0.012000
10,inforest,neg_uncorr,dense,8,10,9,inforest,8,0.020000
10,inforest,neg_uncorr,dense,9,10,7,inforest,7,0.021000
10,inforest,neg_uncorr,dense,10,10,9,inforest,7,0.012000
10,inforest,neg_uncorr,medium,1,10,2,path,9,0.011000
10,inforest,neg_uncorr,medium,2,10,4,path,9,0.010000
10,inforest,neg_uncorr,medium,3,10,8,inforest,5,0.014000
10,inforest,neg_uncorr,medium,4,10,5,path,8,0.011000
10,inforest,neg_uncorr,medium,5,10,3,inforest,9,0.015000
10,inforest,neg_uncorr,medium,6,10,6,inforest,6,0.012000
10,inforest,neg_uncorr,medium,7,10,5,inforest,5,0.014000
10,inforest,neg_uncorr,medium,8,10,6,inforest,7,0.010000
10,inforest,neg_uncorr,medium,9,10,8,inforest,7,0.015000
10,inforest,neg_uncorr,medium,10,10,4,path,8,0.012000
10,inforest,neg_uncorr,sparse,1,10,3,inforest,9,0.016000
10,inforest,neg_uncorr,sparse,2,10,1,path,10,0.012000
10,inforest,neg_uncorr,sparse,3,10,5,path,6,0.012000
10,inforest,neg_uncorr,sparse,4,10,3,path,9,0.014000
10,inforest,neg_uncorr,sparse,5,10,2,path,9,0.014000
10,inforest,neg_uncorr,sparse,6,10,2,path,9,0.013000
10,inforest,neg_uncorr,sparse,7,10,3,path,8,0.014000
10,inforest,neg_uncorr,sparse,8,10,3,inforest,7,0.014000
10,inforest,neg_uncorr,sparse,9,10,3,path,8,0.020000
10,inforest,neg_uncorr,sparse,10,10,0,path,10,0.008000
10,inforest,neg_uncorr,tree,1,10,9,inforest,4,0.014000
10,inforest,neg_uncorr,tree,2,10,9,inforest,6,0.016000
10,inforest,neg_uncorr,tree,3,10,9,inforest,5,0.019000
10,inforest,neg_uncorr,tree,4,10,9,inforest,4,0.042000
10,inforest,neg_uncorr,tree,5,10,9,inforest,5,0.019000
10,inforest,neg_uncorr,tree,6,10,9,inforest,5,0.020000
10,inforest,neg_uncorr,tree,7,10,9,inforest,6,0.016000
10,inforest,neg_uncorr,tree,8,10,9,inforest,6,0.017000
10,inforest,neg_uncorr,tree,9,10,9,inforest,5,0.018000
10,inforest,neg_uncorr,tree,10,10,9,inforest,5,0.015000
10,inforest,neg_weakly_corr,dense,1,10,9,inforest,7,0.016000
10,inforest,neg_weakly_corr,dense,2,10,9,inforest,2,0.012000
10,inforest,neg_weakly_corr,dense,3,10,9,inforest,6,0.014000
10,inforest,neg_weakly_corr,dense,4,10,8,inforest,8,0.015000
10,inforest,neg_weakly_corr,dense,5,10,9,inforest,7,0.012000
10,inforest,neg_weakly_corr,dense,6,10,5,inforest,9,0.007000
10,inforest,neg_weakly_corr,dense,7,10,8,inforest,4,0.013000
10,inforest,neg_weakly_corr,dense,8,10,8,inforest,5,0.012000
10,inforest,neg_weakly_corr,dense,9,10,7,inforest,5,0.018000
10,inforest,neg_weakly_corr,dense,10,10,9,inforest,8,0.016000
10,inforest,neg_weakly_corr,medium,1,10,4,inforest,8,0.010000
10,inforest,neg_weakly_corr,medium,2,10,3,inforest,8,0.013000
10,inforest,neg_weakly_corr,medium,3,10,1,path,9,0.010000
10,inforest,neg_weakly_corr,medium,4,10,5,inforest,7,0.010000
10,inforest,neg_weakly_corr,medium,5,10,5,inforest,7,0.012000
10,inforest,neg_weakly_corr,medium,6,10,8,inforest,7,0.010000
10,inforest,neg_weakly_corr,medium,7,10,6,inforest,6,0.010000
10,inforest,neg_weakly_corr,medium,8,10,5,inforest,9,0.011000
10,inforest,neg_weakly_corr,medium,9,10,6,inforest,7,0.010000
10,inforest,neg_weakly_corr,medium,10,10,6,inforest,9,0.009000
10,inforest,neg_weakly_corr,sparse,1,10,5,inforest,7,0.014000
10,inforest,neg_weakly_corr,sparse,2,10,1,path,9,0.009000
10,inforest,neg_weakly_corr,sparse,3,10,2,path,9,0.012000
10,inforest,neg_weakly_corr,sparse,4,10,2,path,10,0.014000
10,inforest,neg_weakly_corr,sparse,5,10,2,path,9,0.008000
10,inforest,neg_weakly_corr,sparse,6,10,4,inforest,10,0.014000
10,inforest,neg_weakly_corr,sparse,7,10,6,inforest,4,0.010000
10,inforest,neg_weakly_corr,sparse,8,10,2,path,10,0.007000
10,inforest,neg_weakly_corr,sparse,9,10,3,inforest,9,0.014000
10,inforest,neg_weakly_corr,sparse,10,10,3,inforest,8,0.009000
10,inforest,neg_weakly_corr,tree,1,10,9,inforest,8,0.019000
10,inforest,neg_weakly_corr,tree,2,10,9,inforest,6,0.020000
10,inforest,neg_weakly_corr,tree,3,10,9,inforest,4,0.018000
10,inforest,neg_weakly_corr,tree,4,10,9,inforest,5,0.015000
10,inforest,neg_weakly_corr,tree,5,10,9,inforest,4,0.021000
10,inforest,neg_weakly_corr,tree,6,10,9,inforest,8,0.017000
10,inforest,neg_weakly_corr,tree,7,10,9,inforest,7,0.017000
10,inforest,neg_weakly_corr,tree,8,10,9,inforest,4,0.026000
10,inforest,neg_weakly_corr,tree,9,10,9,inforest,2,0.021000
10,inforest,neg_weakly_corr,tree,10,10,9,inforest,3,0.014000
10,inforest,strongly_corr,dense,1,10,8,inforest,6,0.016000
10,inforest,strongly_corr,dense,2,10,8,inforest,3,0.018000
10,inforest,strongly_corr,dense,3,10,9,inforest,6,0.012000
10,inforest,strongly_corr,dense,4,10,9,inforest,6,0.021000
10,inforest,strongly_corr,dense,5,10,8,inforest,6,0.017000
10,inforest,strongly_corr,dense,6,10,9,inforest,7,0.016000
10,inforest,strongly_corr,dense,7,10,8,inforest,5,0.016000
10,inforest,strongly_corr,dense,8,10,9,inforest,5,0.018000
10,inforest,strongly_corr,dense,9,10,8,inforest,4,0.014000
10,inforest,strongly_corr,dense,10,10,9,inforest,6,0.021000
10,inforest,strongly_corr,medium,1,10,4,inforest,9,0.012000
10,inforest,strongly_corr,medium,2,10,5,inforest,6,0.008000
10,inforest,strongly_corr,medium,3,10,6,inforest,7,0.009000
10,inforest,strongly_corr,medium,4,10,1,path,10,0.006000
10,inforest,strongly_corr,medium,5,10,8,inforest,8,0.014000
10,inforest,strongly_corr,medium,6,10,6,inforest,7,0.010000
10,inforest,strongly_corr,medium,7,10,4,inforest,6,0.020000
10,inforest,strongly_corr,medium,8,10,8,inforest,8,0.018000
10,inforest,strongly_corr,medium,9,10,5,inforest,9,0.009000
10,inforest,strongly_corr,medium,10,10,5,inforest,6,0.009000
10,inforest,strongly_corr,sparse,1,10,4,inforest,6,0.008000
10,inforest,strongly_corr,sparse,2,10,0,path,10,0.010000
10,inforest,strongly_corr,sparse,3,10,5,inforest,9,0.015000
10,inforest,strongly_corr,sparse,4,10,1,path,10,0.013000
10,inforest,strongly_corr,sparse,5,10,1,path,10,0.012000
10,inforest,strongly_corr,sparse,6,10,3,path,10,0.014000
10,inforest,strongly_corr,sparse,7,10,1,path,10,0.012000
10,inforest,strongly_corr,sparse,8,10,4,path,6,0.010000
10,inforest,strongly_corr,sparse,9,10,2,path,8,0.009000
10,inforest,strongly_corr,sparse,10,10,6,inforest,9,0.016000
10,inforest,strongly_corr,tree,1,10,9,inforest,5,0.013000
10,inforest,strongly_corr,tree,2,10,9,inforest,7,0.012000
10,inforest,strongly_corr,tree,3,10,9,inforest,6,0.016000
10,inforest,strongly_corr,tree,4,10,9,inforest,7,0.012000
10,inforest,strongly_corr,tree,5,10,9,inforest,7,0.016000
10,inforest,strongly_corr,tree,6,10,9,inforest,6,0.012000
10,inforest,strongly_corr,tree,7,10,9,inforest,3,0.021000
10,inforest,strongly_corr,tree,8,10,9,inforest,4,0.024000
10,inforest,strongly_corr,tree,9,10,9,inforest,4,0.018000
10,inforest,strongly_corr,tree,10,10,9,inforest,5,0.013000
10,inforest,uncorr,dense,1,10,6,inforest,8,0.010000
10,inforest,uncorr,dense,2,10,8,inforest,8,0.013000
10,inforest,uncorr,dense,3,10,8,inforest,9,0.012000
10,inforest,uncorr,dense,4,10,8,inforest,8,0.011000
10,inforest,uncorr,dense,5,10,8,inforest,5,0.011000
10,inforest,uncorr,dense,6,10,9,inforest,5,0.015000
10,inforest,uncorr,dense,7,10,9,inforest,5,0.013000
10,inforest,uncorr,dense,8,10,9,inforest,7,0.013000
10,inforest,uncorr,dense,9,10,7,inforest,6,0.015000
10,inforest,uncorr,dense,10,10,7,inforest,7,0.018000
10,inforest,uncorr,medium,1,10,5,inforest,6,0.010000
10,inforest,uncorr,medium,2,10,6,inforest,9,0.009000
10,inforest,uncorr,medium,3,10,3,inforest,10,0.008000
10,inforest,uncorr,medium,4,10,7,inforest,8,0.012000
10,inforest,uncorr,medium,5,10,7,inforest,5,0.016000
10,inforest,uncorr,medium,6,10,6,inforest,8,0.016000
10,inforest,uncorr,medium,7,10,6,inforest,8,0.016000
10,inforest,uncorr,medium,8,10,6,inforest,7,0.013000
10,inforest,uncorr,medium,9,10,6,inforest,7,0.011000
10,inforest,uncorr,medium,10,10,6,inforest,7,0.014000
10,inforest,uncorr,sparse,1,10,6,inforest,7,0.010000
10,inforest,uncorr,sparse,2,10,3,path,7,0.031000
10,inforest,uncorr,sparse,3,10,2,path,10,0.014000
10,inforest,uncorr,sparse,4,10,3,inforest,9,0.016000
10,inforest,uncorr,sparse,5,10,3,path,10,0.014000
10,inforest,uncorr,sparse,6,10,3,path,9,0.010000
10,inforest,uncorr,sparse,7,10,3,path,10,0.014000
10,inforest,uncorr,sparse,8,10,1,path,10,0.014000
10,inforest,uncorr,sparse,9,10,2,path,9,0.014000
10,inforest,uncorr,sparse,10,10,1,path,9,0.014000
10,inforest,uncorr,tree,1,10,9,inforest,5,0.016000
10,inforest,uncorr,tree,2,10,9,inforest,6,0.016000
10,inforest,uncorr,tree,3,10,9,inforest,6,0.019000
10,inforest,uncorr,tree,4,10,9,inforest,5,0.015000
10,inforest,uncorr,tree,5,10,9,inforest,5,0.016000
10,inforest,uncorr,tree,6,10,9,inforest,4,0.018000
10,inforest,uncorr,tree,7,10,9,inforest,5,0.013000
10,inforest,uncorr,tree,8,10,9,inforest,7,0.018000
10,inforest,uncorr,tree,9,10,9,inforest,8,0.018000
10,inforest,uncorr,tree,10,10,9,inforest,6,0.018000
10,inforest,weakly_corr,dense,1,10,6,inforest,5,0.012000
10,inforest,weakly_corr,dense,2,10,9,inforest,8,0.010000
10,inforest,weakly_corr,dense,3,10,9,inforest,6,0.012000
10,inforest,weakly_corr,dense,4,10,7,inforest,4,0.013000
10,inforest,weakly_corr,dense,5,10,8,inforest,8,0.011000
10,inforest,weakly_corr,dense,6,10,9,inforest,6,0.012000
10,inforest,weakly_corr,dense,7,10,9,inforest,5,0.016000
10,inforest,weakly_corr,dense,8,10,9,inforest,7,0.012000
10,inforest,weakly_corr,dense,9,10,7,inforest,10,0.011000
10,inforest,weakly_corr,dense,10,10,8,inforest,6,0.014000
10,inforest,weakly_corr,medium,1,10,7,inforest,8,0.013000
10,inforest,weakly_corr,medium,2,10,6,inforest,8,0.010000
10,inforest,weakly_corr,medium,3,10,3,path,7,0.010000
10,inforest,weakly_corr,medium,4,10,5,inforest,9,0.012000
10,inforest,weakly_corr,medium,5,10,3,path,7,0.012000
10,inforest,weakly_corr,medium,6,10,4,path,9,0.010000
10,inforest,weakly_corr,medium,7,10,3,inforest,10,0.019000
10,inforest,weakly_corr,medium,8,10,6,inforest,8,0.010000
10,inforest,weakly_corr,medium,9,10,4,inforest,9,0.009000
10,inforest,weakly_corr,medium,10,10,6,inforest,7,0.008000
10,inforest,weakly_corr,sparse,1,10,3,path,8,0.013000
10,inforest,weakly_corr,sparse,2,10,2,path,9,0.014000
10,inforest,weakly_corr,sparse,3,10,4,path,9,0.016000
10,inforest,weakly_corr,sparse,4,10,5,inforest,7,0.010000
10,inforest,weakly_corr,sparse,5,10,5,inforest,8,0.010000
10,inforest,weakly_corr,sparse,6,10,3,path,7,0.013000
10,inforest,weakly_corr,sparse,7,10,4,inforest,8,0.008000
10,inforest,weakly_corr,sparse,8,10,3,inforest,9,0.010000
10,inforest,weakly_corr,sparse,9,10,1,path,9,0.010000
10,inforest,weakly_corr,sparse,10,10,3,path,7,0.016000
10,inforest,weakly_corr,tree,1,10,9,inforest,7,0.014000
10,inforest,weakly_corr,tree,2,10,9,inforest,5,0.016000
10,inforest,weakly_corr,tree,3,10,9,inforest,5,0.018000
10,inforest,weakly_corr,tree,4,10,9,inforest,6,0.018000
10,inforest,weakly_corr,tree,5,10,9,inforest,7,0.014000
10,inforest,weakly_corr,tree,6,10,9,inforest,2,0.018000
10,inforest,weakly_corr,tree,7,10,9,inforest,5,0.017000
10,inforest,weakly_corr,tree,8,10,9,inforest,5,0.012000
10,inforest,weakly_corr,tree,9,10,9,inforest,5,0.013000
10,inforest,weakly_corr,tree,10,10,9,inforest,5,0.021000
10,outforest,neg_strongly_corr,dense,1,10,9,outforest,5,0.014000
10,outforest,neg_strongly_corr,dense,2,10,8,outforest,8,0.013000
10,outforest,neg_strongly_corr,dense,3,10,8,outforest,5,0.018000
10,outforest,neg_strongly_corr,dense,4,10,8,outforest,6,0.008000
10,outforest,neg_strongly_corr,dense,5,10,7,outforest,9,0.007000
10,outforest,neg_strongly_corr,dense,6,10,9,outforest,7,0.015000
10,outforest,neg_strongly_corr,dense,7,10,8,outforest,5,0.014000
10,outforest,neg_strongly_corr,dense,8,10,8,outforest,6,0.011000
10,outforest,neg_strongly_corr,dense,9,10,8,outforest,6,0.010000
10,outforest,neg_strongly_corr,dense,10,10,7,outforest,8,0.008000
10,outforest,neg_strongly_corr,medium,1,10,5,outforest,6,0.008000
10,outforest,neg_strongly_corr,medium,2,10,5,path,9,0.006000
10,outforest,neg_strongly_corr,medium,3,10,7,outforest,6,0.013000
10,outforest,neg_strongly_corr,medium,4,10,7,outforest,8,0.013000
10,outforest,neg_strongly_corr,medium,5,10,8,outforest,6,0.011000
10,outforest,neg_strongly_corr,medium,6,10,4,outforest,7,0.013000
10,outforest,neg_strongly_corr,medium,7,10,4,outforest,9,0.009000
10,outforest,neg_strongly_corr,medium,8,10,5,outforest,7,0.008000
10,outforest,neg_strongly_corr,medium,9,10,7,outforest,7,0.007000
10,outforest,neg_strongly_corr,medium,10,10,4,outforest,8,0.006000
10,outforest,neg_strongly_corr,sparse,1,10,3,outforest,10,0.008000
10,outforest,neg_strongly_corr,sparse,2,10,4,outforest,9,0.014000
10,outforest,neg_strongly_corr,sparse,3,10,3,path,9,0.012000
10,outforest,neg_strongly_corr,sparse,4,10,0,path,10,0.011000
10,outforest,neg_strongly_corr,sparse,5,10,4,outforest,8,0.013000
10,outforest,neg_strongly_corr,sparse,6,10,2,path,9,0.006000
10,outforest,neg_strongly_corr,sparse,7,10,2,path,9,0.010000
10,outforest,neg_strongly_corr,sparse,8,10,4,outforest,8,0.006000
10,outforest,neg_strongly_corr,sparse,9,10,4,outforest,9,0.007000
10,outforest,neg_strongly_corr,sparse,10,10,5,outforest,9,0.007000
10,outforest,neg_strongly_corr,tree,1,10,9,outforest,7,0.011000
10,outforest,neg_strongly_corr,tree,2,10,9,outforest,6,0.010000
10,outforest,neg_strongly_corr,tree,3,10,9,outforest,5,0.014000
10,outforest,neg_strongly_corr,tree,4,10,9,outforest,6,0.011000
10,outforest,neg_strongly_corr,tree,5,10,9,outforest,7,0.011000
10,outforest,neg_strongly_corr,tree,6,10,9,outforest,7,0.014000
10,outforest,neg_strongly_corr,tree,7,10,9,outforest,7,0.014000
10,outforest,neg_strongly_corr,tree,8,10,9,outforest,5,0.015000
10,outforest,neg_strongly_corr,tree,9,10,9,outforest,7,0.016000
10,outforest,neg_strongly_corr,tree,10,10,9,outforest,6,0.016000
10,outforest,neg_uncorr,dense,1,10,8,outforest,5,0.012000
10,outforest,neg_uncorr,dense,2,10,7,outforest,6,0.014000
10,outforest,neg_uncorr,dense,3,10,9,outforest,4,0.011000
10,outforest,neg_uncorr,dense,4,10,9,outforest,6,0.013000
10,outforest,neg_uncorr,dense,5,10,9,outforest,4,0.017000
10,outforest,neg_uncorr,dense,6,10,8,outforest,5,0.019000
10,outforest,neg_uncorr,dense,7,10,8,outforest,6,0.018000
10,outforest,neg_uncorr,dense,8,10,8,outforest,7,0.020000
10,outforest,neg_uncorr,dense,9,10,8,outforest,5,0.018000
10,outforest,neg_uncorr,dense,10,10,8,outforest,7,0.012000
10,outforest,neg_uncorr,medium,1,10,5,outforest,8,0.014000
10,outforest,neg_uncorr,medium,2,10,6,outforest,6,0.011000
10,outforest,neg_uncorr,medium,3,10,2,outforest,10,0.008000
10,outforest,neg_uncorr,medium,4,10,5,outforest,8,0.010000
10,outforest,neg_uncorr,medium,5,10,7,outforest,8,0.011000
10,outforest,neg_uncorr,medium,6,10,7,outforest,7,0.011000
10,outforest,neg_uncorr,medium,7,10,4,outforest,9,0.012000
10,outforest,neg_uncorr,medium,8,10,6,outforest,9,0.014000
10,outforest,neg_uncorr,medium,9,10,9,outforest,3,0.018000
10,outforest,neg_uncorr,medium,10,10,3,path,10,0.017000
10,outforest,neg_uncorr,sparse,1,10,1,path,9,0.012000
10,outforest,neg_uncorr,sparse,2,10,1,path,9,0.014000
10,outforest,neg_uncorr,sparse,3,10,2,path,9,0.014000
10,outforest,neg_uncorr,sparse,4,10,5,outforest,8,0.009000
10,outforest,neg_uncorr,sparse,5,10,4,path,8,0.007000
10,outforest,neg_uncorr,sparse,6,10,2,path,9,0.014000
10,outforest,neg_uncorr,sparse,7,10,3,outforest,9,0.015000
10,outforest,neg_uncorr,sparse,8,10,3,path,7,0.014000
10,outforest,neg_uncorr,sparse,9,10,1,path,9,0.017000
10,outforest,neg_uncorr,sparse,10,10,3,path,8,0.015000
10,outforest,neg_uncorr,tree,1,10,9,outforest,5,0.019000
10,outforest,neg_uncorr,tree,2,10,9,outforest,5,0.014000
10,outforest,neg_uncorr,tree,3,10,9,outforest,4,0.014000
10,outforest,neg_uncorr,tree,4,10,9,outforest,6,0.024000
10,outforest,neg_uncorr,tree,5,10,9,outforest,8,0.026000
10,outforest,neg_uncorr,tree,6,10,9,outforest,5,0.015000
10,outforest,neg_uncorr,tree,7,10,9,outforest,7,0.014000
10,outforest,neg_uncorr,tree,8,10,9,outforest,6,0.014000
10,outforest,neg_uncorr,tree,9,10,9,outforest,6,0.014000
10,outforest,neg_uncorr,tree,10,10,9,outforest,9,0.014000
10,outforest,neg_weakly_corr,dense,1,10,7,outforest,7,0.008000
10,outforest,neg_weakly_corr,dense,2,10,7,outforest,5,0.013000
10,outforest,neg_weakly_corr,dense,3,10,8,outforest,7,0.014000
10,outforest,neg_weakly_corr,dense,4,10,8,outforest,6,0.013000
10,outforest,neg_weakly_corr,dense,5,10,7,outforest,6,0.008000
10,outforest,neg_weakly_corr,dense,6,10,7,outforest,6,0.013000
10,outforest,neg_weakly_corr,dense,7,10,6,outforest,5,0.008000
10,outforest,neg_weakly_corr,dense,8,10,8,outforest,5,0.008000
10,outforest,neg_weakly_corr,dense,9,10,5,outforest,7,0.010000
10,outforest,neg_weakly_corr,dense,10,10,9,outforest,9,0.010000
10,outforest,neg_weakly_corr,medium,1,10,8,outforest,6,0.013000
10,outforest,neg_weakly_corr,medium,2,10,7,outforest,6,0.012000
10,outforest,neg_weakly_corr,medium,3,10,7,outforest,7,0.012000
10,outforest,neg_weakly_corr,medium,4,10,4,outforest,6,0.014000
10,outforest,neg_weakly_corr,medium,5,10,3,path,9,0.010000
10,outforest,neg_weakly_corr,medium,6,10,6,outforest,7,0.011000
10,outforest,neg_weakly_corr,medium,7,10,7,outforest,6,0.008000
10,outforest,neg_weakly_corr,medium,8,10,6,outforest,7,0.013000
10,outforest,neg_weakly_corr,medium,9,10,6,outforest,8,0.007000
10,outforest,neg_weakly_corr,medium,10,10,7,outforest,8,0.011000
10,outforest,neg_weakly_corr,sparse,1,10,3,path,9,0.012000
10,outforest,neg_weakly_corr,sparse,2,10,4,outforest,8,0.013000
10,outforest,neg_weakly_corr,sparse,3,10,4,outforest,8,0.011000
10,outforest,neg_weakly_corr,sparse,4,10,5,outforest,8,0.011000
10,outforest,neg_weakly_corr,sparse,5,10,3,outforest,8,0.010000
10,outforest,neg_weakly_corr,sparse,6,10,2,path,9,0.013000
10,outforest,neg_weakly_corr,sparse,7,10,3,path,8,0.006000
10,outforest,neg_weakly_corr,sparse,8,10,1,path,9,0.012000
10,outforest,neg_weakly_corr,sparse,9,10,4,outforest,8,0.008000
10,outforest,neg_weakly_corr,sparse,10,10,2,path,9,0.007000
10,outforest,neg_weakly_corr,tree,1,10,9,outforest,6,0.011000
10,outforest,neg_weakly_corr,tree,2,10,9,outforest,7,0.014000
10,outforest,neg_weakly_corr,tree,3,10,9,outforest,6,0.014000
10,outforest,neg_weakly_corr,tree,4,10,9,outforest,8,0.015000
10,outforest,neg_weakly_corr,tree,5,10,9,outforest,5,0.010000
10,outforest,neg_weakly_corr,tree,6,10,9,outforest,5,0.010000
10,outforest,neg_weakly_corr,tree,7,10,9,outforest,6,0.016000
10,outforest,neg_weakly_corr,tree,8,10,9,outforest,7,0.010000
10,outforest,neg_weakly_corr,tree,9,10,9,outforest,5,0.014000
10,outforest,neg_weakly_corr,tree,10,10,9,outforest,7,0.010000
10,outforest,strongly_corr,dense,1,10,9,outforest,7,0.013000
10,outforest,strongly_corr,dense,2,10,6,outforest,8,0.014000
10,outforest,strongly_corr,dense,3,10,6,outforest,8,0.020000
10,outforest,strongly_corr,dense,4,10,9,outforest,4,0.014000
10,outforest,strongly_corr,dense,5,10,8,outforest,6,0.014000
10,outforest,strongly_corr,dense,6,10,9,outforest,5,0.012000
10,outforest,strongly_corr,dense,7,10,9,outforest,7,0.012000
10,outforest,strongly_corr,dense,8,10,8,outforest,4,0.009000
10,outforest,strongly_corr,dense,9,10,9,outforest,5,0.014000
10,outforest,strongly_corr,dense,10,10,9,outforest,8,0.010000
10,outforest,strongly_corr,medium,1,10,6,outforest,7,0.014000
10,outforest,strongly_corr,medium,2,10,7,outforest,8,0.011000
10,outforest,strongly_corr,medium,3,10,6,path,6,0.014000
10,outforest,strongly_corr,medium,4,10,4,outforest,8,0.014000
10,outforest,strongly_corr,medium,5,10,5,outforest,8,0.012000
10,outforest,strongly_corr,medium,6,10,6,outforest,7,0.018000
10,outforest,strongly_corr,medium,7,10,4,outforest,9,0.008000
10,outforest,strongly_corr,medium,8,10,3,path,9,0.012000
10,outforest,strongly_corr,medium,9,10,7,outforest,5,0.013000
10,outforest,strongly_corr,medium,10,10,3,outforest,10,0.009000
10,outforest,strongly_corr,sparse,1,10,2,path,10,0.011000
10,outforest,strongly_corr,sparse,2,10,4,outforest,10,0.009000
10,outforest,strongly_corr,sparse,3,10,4,path,7,0.009000
10,outforest,strongly_corr,sparse,4,10,1,path,9,0.012000
10,outforest,strongly_corr,sparse,5,10,3,outforest,8,0.013000
10,outforest,strongly_corr,sparse,6,10,3,outforest,8,0.012000
10,outforest,strongly_corr,sparse,7,10,2,path,9,0.008000
10,outforest,strongly_corr,sparse,8,10,5,outforest,5,0.010000
10,outforest,strongly_corr,sparse,9,10,4,outforest,8,0.010000
10,outforest,strongly_corr,sparse,10,10,2,path,8,0.010000
10,outforest,strongly_corr,tree,1,10,9,outforest,6,0.014000
10,outforest,strongly_corr,tree,2,10,9,outforest,3,0.022000
10,outforest,strongly_corr,tree,3,10,9,outforest,6,0.020000
10,outforest,strongly_corr,tree,4,10,9,outforest,4,0.016000
10,outforest,strongly_corr,tree,5,10,9,outforest,5,0.011000
10,outforest,strongly_corr,tree,6,10,9,outforest,4,0.011000
10,outforest,strongly_corr,tree,7,10,9,outforest,4,0.010000
